datetime,game_start,league,team_a,team_b,current_points_spread,current_points_total,game_duration,bookmaker,market_type,thresh,side,price_current
2026-03-08 10:56:48,2026-03-08 12:00:00,NFL,Buffalo Bills,Detroit Lions,-0.0,0.0,0.21,Fanduel,POINTS_SPREAD,3.0,0,100.0
2026-04-13 01:06:00,2026-04-14 18:00:00,NHL,Toronto Maple Leafs,Colorado Avalanche,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.8,1,106.56
2026-03-29 15:49:00,2026-03-30 00:00:00,NBA,Dallas Mavericks,Miami Heat,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,167.05
2026-03-18 19:02:00,2026-03-19 16:00:00,NHL,Carolina Hurricanes,New York Rangers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,141.81
2026-03-10 07:41:34,2026-03-10 08:00:00,NHL,Vegas Golden Knights,Colorado Avalanche,-0.3,0.0,0.631,BetMGM,POINTS_SPREAD,1.1,0,103.93
2026-02-25 22:38:00,2026-02-28 22:00:00,NHL,New York Rangers,Toronto Maple Leafs,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.2,1,100.0
2026-03-02 23:14:00,2026-03-03 03:00:00,NBA,Phoenix Suns,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.4,1,139.71
2026-03-20 20:50:00,2026-03-23 16:00:00,NBA,Phoenix Suns,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,218.8,1,113.79
2026-03-28 16:10:50,2026-03-28 16:00:00,NHL,Colorado Avalanche,New York Rangers,0.0,10.5,0.088,Fanduel,POINTS_TOTAL,12.2,0,102.34
2026-03-03 13:22:33,2026-03-03 13:00:00,NFL,Philadelphia Eagles,Detroit Lions,0.0,0.0,0.592,Fanduel,MONEYLINE,0.0,NA,136.44
2026-04-15 21:19:00,2026-04-17 18:00:00,NFL,Philadelphia Eagles,Buffalo Bills,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.2,0,100.0
2026-04-06 16:19:32,2026-04-06 17:00:00,NBA,Denver Nuggets,Milwaukee Bucks,0.0,0.0,0.403,Fanduel,MONEYLINE,0.0,NA,146.01
2026-02-28 06:02:00,2026-02-28 21:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,156.01
2026-04-18 04:00:04,2026-04-18 05:00:00,NHL,Vegas Golden Knights,Toronto Maple Leafs,-0.7,0.0,0.356,BetMGM,POINTS_SPREAD,2.9,1,101.5
2026-04-13 11:29:00,2026-04-14 11:00:00,NFL,Buffalo Bills,Philadelphia Eagles,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,139.77
2026-03-08 00:21:00,2026-03-10 01:00:00,NBA,Phoenix Suns,Miami Heat,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,223.8,0,124.92
2026-03-05 15:30:00,2026-03-07 15:00:00,NHL,Toronto Maple Leafs,Edmonton Oilers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-04-16 08:17:52,2026-04-16 10:00:00,NFL,Kansas City Chiefs,Baltimore Ravens,0.0,48.9,0.066,Fanduel,POINTS_TOTAL,44.2,1,100.0
2026-02-28 00:50:00,2026-02-28 08:00:00,NFL,Buffalo Bills,Philadelphia Eagles,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.3,1,120.13
2026-03-10 08:33:19,2026-03-10 08:00:00,NFL,Miami Dolphins,Buffalo Bills,0.0,0.0,0.824,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-07 05:31:10,2026-04-07 06:00:00,NHL,Carolina Hurricanes,Vegas Golden Knights,-0.7,0.0,0.151,Fanduel,POINTS_SPREAD,3.6,0,110.45
2026-03-23 07:06:00,2026-03-24 18:00:00,NFL,San Francisco 49ers,Dallas Cowboys,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,145.87
2026-03-15 14:23:00,2026-03-16 10:00:00,NBA,Denver Nuggets,Dallas Mavericks,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,219.6,1,105.49
2026-03-05 19:21:00,2026-03-07 11:00:00,NFL,Baltimore Ravens,Dallas Cowboys,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,144.71
2026-03-12 09:55:00,2026-03-15 00:00:00,NFL,Philadelphia Eagles,Dallas Cowboys,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,118.26
2026-04-20 06:42:07,2026-04-20 08:00:00,NFL,Buffalo Bills,Kansas City Chiefs,-1.1,0.0,0.184,BetMGM,POINTS_SPREAD,1.8,1,136.8
2026-02-26 13:23:00,2026-03-01 05:00:00,NBA,Milwaukee Bucks,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,133.69
2026-04-12 22:35:00,2026-04-14 12:00:00,NFL,Buffalo Bills,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,61.8,1,113.82
2026-03-03 10:10:00,2026-03-05 19:00:00,NBA,Boston Celtics,Golden State Warriors,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,239.2,1,110.31
2026-04-05 16:02:37,2026-04-05 16:00:00,NFL,Buffalo Bills,Detroit Lions,-0.3,0.0,0.709,Fanduel,POINTS_SPREAD,3.6,0,100.0
2026-04-17 06:09:00,2026-04-19 07:00:00,NFL,San Francisco 49ers,Philadelphia Eagles,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,63.4,1,117.75
2026-02-26 14:13:00,2026-02-27 01:00:00,NFL,Detroit Lions,Philadelphia Eagles,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,51.1,1,120.93
2026-03-31 08:11:00,2026-04-02 08:00:00,NHL,New York Rangers,Florida Panthers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.2,0,100.0
2026-03-31 13:26:18,2026-03-31 12:00:00,NHL,New York Rangers,Vegas Golden Knights,0.0,0.0,0.735,Fanduel,MONEYLINE,0.0,NA,122.33
2026-03-30 01:20:00,2026-03-30 18:00:00,NBA,Denver Nuggets,Golden State Warriors,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,155.25
2026-04-20 23:58:38,2026-04-20 22:00:00,NBA,Dallas Mavericks,Boston Celtics,-0.4,0.0,0.948,BetMGM,POINTS_SPREAD,0.1,1,119.94
2026-03-01 02:14:00,2026-03-03 15:00:00,NBA,Boston Celtics,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,129.56
2026-02-21 02:27:00,2026-02-22 00:00:00,NHL,Vegas Golden Knights,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,164.83
2026-03-14 15:12:00,2026-03-17 09:00:00,NHL,Boston Bruins,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.0,0,100.0
2026-03-08 14:20:00,2026-03-10 10:00:00,NHL,Florida Panthers,New York Rangers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,1,108.5
2026-02-26 00:58:51,2026-02-25 23:00:00,NBA,Phoenix Suns,Boston Celtics,0.0,227.5,0.727,BetMGM,POINTS_TOTAL,231.2,0,100.92
2026-04-05 13:43:00,2026-04-08 09:00:00,NBA,Miami Heat,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,103.0
2026-04-16 14:03:00,2026-04-18 23:00:00,NBA,Golden State Warriors,Phoenix Suns,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,4.7,0,101.7
2026-02-24 12:22:58,2026-02-24 12:00:00,NBA,Dallas Mavericks,Denver Nuggets,0.0,222.7,0.311,BetMGM,POINTS_TOTAL,226.6,1,113.03
2026-02-24 21:23:00,2026-02-27 03:00:00,NBA,Boston Celtics,Golden State Warriors,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.6,0,116.91
2026-04-07 02:20:09,2026-04-07 03:00:00,NBA,Golden State Warriors,Milwaukee Bucks,0.0,0.0,0.362,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-31 05:58:00,2026-03-31 18:00:00,NFL,Buffalo Bills,Detroit Lions,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,22.5,1,103.23
2026-04-17 06:31:20,2026-04-17 07:00:00,NFL,Detroit Lions,Baltimore Ravens,-8.6,0.0,0.563,Fanduel,POINTS_SPREAD,2.8,0,100.0
2026-03-30 20:13:45,2026-03-30 18:00:00,NBA,Miami Heat,Boston Celtics,0.0,0.0,0.932,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-17 17:17:00,2026-03-19 15:00:00,NBA,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,154.3
2026-03-18 00:13:00,2026-03-20 10:00:00,NHL,Edmonton Oilers,Vegas Golden Knights,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,110.08
2026-03-04 01:07:00,2026-03-05 13:00:00,NBA,Los Angeles Lakers,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,230.1,0,115.66
2026-02-20 18:50:40,2026-02-20 18:00:00,NBA,Boston Celtics,Dallas Mavericks,0.0,227.1,0.326,BetMGM,POINTS_TOTAL,223.3,1,100.0
2026-03-15 02:07:00,2026-03-16 06:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,32.9,1,100.95
2026-03-01 02:55:00,2026-03-03 16:00:00,NFL,Miami Dolphins,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,42.3,1,100.0
2026-03-25 08:13:44,2026-03-25 08:00:00,NBA,Phoenix Suns,Los Angeles Lakers,0.0,236.6,0.393,Fanduel,POINTS_TOTAL,235.4,0,132.07
2026-03-08 20:29:00,2026-03-09 14:00:00,NFL,Baltimore Ravens,Detroit Lions,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,159.61
2026-03-31 13:18:00,2026-04-01 08:00:00,NFL,San Francisco 49ers,Dallas Cowboys,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,47.9,0,121.79
2026-04-16 00:37:00,2026-04-18 02:00:00,NBA,Miami Heat,Denver Nuggets,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-13 01:05:00,2026-04-15 18:00:00,NFL,Dallas Cowboys,Miami Dolphins,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,45.8,1,100.0
2026-04-15 22:04:22,2026-04-15 23:00:00,NHL,New York Rangers,Boston Bruins,0.0,0.0,0.441,BetMGM,MONEYLINE,0.0,NA,125.54
2026-02-24 23:18:50,2026-02-25 01:00:00,NBA,Phoenix Suns,Boston Celtics,0.0,0.0,0.138,Fanduel,MONEYLINE,0.0,NA,117.12
2026-02-26 14:35:00,2026-02-28 08:00:00,NBA,Miami Heat,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,216.6,0,124.63
2026-03-14 13:59:00,2026-03-14 22:00:00,NBA,Phoenix Suns,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-07 14:47:27,2026-03-07 13:00:00,NFL,Miami Dolphins,Philadelphia Eagles,0.0,47.3,0.947,BetMGM,POINTS_TOTAL,50.2,0,100.0
2026-03-23 13:56:00,2026-03-24 16:00:00,NHL,New York Rangers,Edmonton Oilers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-21 05:15:45,2026-03-21 07:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.2,0.0,0.032,Fanduel,POINTS_SPREAD,2.1,1,117.85
2026-04-04 12:29:00,2026-04-06 22:00:00,NBA,Miami Heat,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,232.6,1,119.61
2026-02-25 11:05:00,2026-02-26 10:00:00,NFL,Buffalo Bills,Baltimore Ravens,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,45.6,1,100.0
2026-04-18 18:18:00,2026-04-19 17:00:00,NFL,San Francisco 49ers,Buffalo Bills,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,130.64
2026-04-17 08:47:00,2026-04-18 19:00:00,NHL,Florida Panthers,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,16.7,0,122.3
2026-02-23 18:49:00,2026-02-24 01:00:00,NHL,Boston Bruins,Vegas Golden Knights,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,114.35
2026-02-24 08:34:00,2026-02-24 09:00:00,NFL,Baltimore Ravens,Buffalo Bills,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,41.5,0,121.76
2026-04-17 11:42:00,2026-04-17 21:00:00,NHL,Boston Bruins,Florida Panthers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,0,105.47
2026-02-20 05:11:00,2026-02-23 00:00:00,NHL,Edmonton Oilers,New York Rangers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.9,1,100.0
2026-03-04 08:35:00,2026-03-07 01:00:00,NBA,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-18 19:16:00,2026-03-21 10:00:00,NHL,Colorado Avalanche,Edmonton Oilers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.5,0,100.0
2026-03-26 14:09:00,2026-03-27 09:00:00,NFL,Philadelphia Eagles,Miami Dolphins,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.3,1,113.92
2026-03-05 08:39:04,2026-03-05 08:00:00,NHL,Carolina Hurricanes,Boston Bruins,-0.7,0.0,0.456,Fanduel,POINTS_SPREAD,2.6,0,118.92
2026-02-23 07:15:00,2026-02-24 11:00:00,NHL,Florida Panthers,Boston Bruins,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.0,0,124.91
2026-02-27 06:12:15,2026-02-27 07:00:00,NFL,Detroit Lions,Dallas Cowboys,0.0,0.0,0.257,Fanduel,MONEYLINE,0.0,NA,125.24
2026-03-09 17:36:00,2026-03-10 22:00:00,NFL,Kansas City Chiefs,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.9,1,100.0
2026-03-12 08:36:00,2026-03-12 19:00:00,NFL,Miami Dolphins,San Francisco 49ers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,45.9,0,120.45
2026-03-20 04:15:00,2026-03-21 22:00:00,NBA,Dallas Mavericks,Phoenix Suns,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,126.72
2026-04-08 19:35:00,2026-04-08 20:00:00,NBA,Dallas Mavericks,Denver Nuggets,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,230.8,1,108.17
2026-03-08 19:53:00,2026-03-09 06:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,142.22
2026-03-10 04:37:00,2026-03-10 07:00:00,NHL,Toronto Maple Leafs,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.0,0,119.15
2026-03-09 16:44:00,2026-03-12 12:00:00,NHL,Colorado Avalanche,Boston Bruins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-08 15:58:00,2026-03-08 19:00:00,NBA,Miami Heat,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.2,1,110.34
2026-03-25 00:32:31,2026-03-25 02:00:00,NBA,Phoenix Suns,Boston Celtics,0.0,0.0,0.264,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-17 14:11:00,2026-04-20 04:00:00,NHL,New York Rangers,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-23 08:21:00,2026-03-23 19:00:00,NFL,Detroit Lions,Miami Dolphins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,139.96
2026-04-08 20:16:00,2026-04-10 17:00:00,NFL,Buffalo Bills,Miami Dolphins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,101.45
2026-03-10 13:16:00,2026-03-12 05:00:00,NBA,Boston Celtics,Denver Nuggets,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,238.3,1,101.97
2026-03-15 23:51:00,2026-03-18 14:00:00,NHL,Vegas Golden Knights,Carolina Hurricanes,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,1,115.55
2026-03-19 07:40:00,2026-03-20 18:00:00,NBA,Milwaukee Bucks,Boston Celtics,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,112.44
2026-04-06 19:40:00,2026-04-07 23:00:00,NHL,Boston Bruins,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,7.1,0,100.0
2026-03-12 02:30:00,2026-03-14 21:00:00,NFL,San Francisco 49ers,Baltimore Ravens,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,40.9,1,120.3
2026-02-23 14:59:55,2026-02-23 16:00:00,NFL,Kansas City Chiefs,Philadelphia Eagles,5.0,0.0,0.094,BetMGM,POINTS_SPREAD,1.7,1,100.0
2026-03-31 20:35:00,2026-04-01 14:00:00,NHL,Edmonton Oilers,Vegas Golden Knights,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,1,101.43
2026-03-24 01:53:00,2026-03-25 22:00:00,NBA,Dallas Mavericks,Milwaukee Bucks,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,113.31
2026-04-16 18:05:00,2026-04-19 02:00:00,NBA,Dallas Mavericks,Denver Nuggets,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,231.5,0,111.86
2026-02-27 07:50:00,2026-03-01 14:00:00,NFL,Miami Dolphins,Dallas Cowboys,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.0,0,100.0
2026-03-02 02:28:00,2026-03-03 21:00:00,NHL,Florida Panthers,Edmonton Oilers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,152.25
2026-03-29 06:43:00,2026-03-30 19:00:00,NHL,Toronto Maple Leafs,Florida Panthers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.6,1,115.65
2026-04-20 16:33:00,2026-04-20 20:00:00,NHL,New York Rangers,Edmonton Oilers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-02-25 22:10:00,2026-02-28 01:00:00,NBA,Milwaukee Bucks,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.4,1,105.72
2026-03-27 22:57:00,2026-03-30 06:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,228.2,0,100.0
2026-04-04 04:55:00,2026-04-04 14:00:00,NBA,Los Angeles Lakers,Miami Heat,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.3,0,120.43
2026-03-12 07:50:00,2026-03-13 06:00:00,NFL,Miami Dolphins,Detroit Lions,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,50.4,0,100.0
2026-02-20 16:21:27,2026-02-20 16:00:00,NBA,Los Angeles Lakers,Denver Nuggets,0.0,0.0,0.647,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-22 00:41:00,2026-03-24 11:00:00,NFL,San Francisco 49ers,Dallas Cowboys,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,145.9
2026-03-08 05:04:00,2026-03-08 12:00:00,NFL,Kansas City Chiefs,Miami Dolphins,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,5.0,0,116.54
2026-04-13 08:33:33,2026-04-13 09:00:00,NHL,Edmonton Oilers,Florida Panthers,0.5,0.0,0.042,BetMGM,POINTS_SPREAD,1.2,1,109.79
2026-04-13 14:16:00,2026-04-15 08:00:00,NFL,Detroit Lions,Miami Dolphins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,128.92
2026-03-13 16:08:26,2026-03-13 16:00:00,NBA,Denver Nuggets,Golden State Warriors,0.0,222.4,0.208,Fanduel,POINTS_TOTAL,221.4,0,101.45
2026-04-03 00:00:24,2026-04-03 02:00:00,NHL,Florida Panthers,Toronto Maple Leafs,0.0,0.0,0.03,Fanduel,MONEYLINE,0.0,NA,124.1
2026-03-08 14:10:00,2026-03-11 05:00:00,NFL,San Francisco 49ers,Detroit Lions,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,128.52
2026-04-07 23:19:00,2026-04-09 19:00:00,NHL,Vegas Golden Knights,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,116.52
2026-03-11 20:37:00,2026-03-13 20:00:00,NHL,Edmonton Oilers,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,132.01
2026-03-06 14:42:00,2026-03-08 07:00:00,NHL,Colorado Avalanche,Edmonton Oilers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,151.55
2026-02-27 01:10:00,2026-03-01 08:00:00,NFL,San Francisco 49ers,Miami Dolphins,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.3,1,142.16
2026-04-19 04:49:00,2026-04-20 14:00:00,NBA,Boston Celtics,Phoenix Suns,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,128.36
2026-04-04 00:36:26,2026-04-04 00:00:00,NFL,San Francisco 49ers,Buffalo Bills,0.0,45.3,0.558,BetMGM,POINTS_TOTAL,37.9,0,105.45
2026-03-02 06:25:15,2026-03-02 05:00:00,NHL,Florida Panthers,Boston Bruins,0.0,14.6,0.757,BetMGM,POINTS_TOTAL,14.5,1,107.93
2026-02-24 08:44:08,2026-02-24 07:00:00,NFL,Detroit Lions,Dallas Cowboys,-1.8,0.0,0.623,Fanduel,POINTS_SPREAD,4.8,1,132.88
2026-04-18 09:36:51,2026-04-18 11:00:00,NHL,Florida Panthers,Colorado Avalanche,0.0,0.0,0.177,BetMGM,MONEYLINE,0.0,NA,138.05
2026-03-29 09:04:00,2026-03-31 02:00:00,NBA,Boston Celtics,Dallas Mavericks,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,133.83
2026-04-11 22:35:00,2026-04-14 04:00:00,NBA,Denver Nuggets,Phoenix Suns,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.5,0,119.59
2026-03-26 08:05:00,2026-03-29 02:00:00,NHL,Boston Bruins,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.1,0,125.57
2026-03-21 16:23:44,2026-03-21 16:00:00,NFL,Miami Dolphins,Baltimore Ravens,0.0,47.5,0.493,Fanduel,POINTS_TOTAL,46.9,1,103.28
2026-03-07 01:19:00,2026-03-09 22:00:00,NHL,Vegas Golden Knights,New York Rangers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,10.1,0,111.87
2026-02-22 05:17:38,2026-02-22 06:00:00,NHL,Edmonton Oilers,Florida Panthers,0.0,0.0,0.298,Fanduel,MONEYLINE,0.0,NA,139.2
2026-03-07 02:06:49,2026-03-07 03:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.0,0.0,0.049,Fanduel,MONEYLINE,0.0,NA,183.04
2026-03-22 01:51:16,2026-03-22 02:00:00,NHL,Carolina Hurricanes,Florida Panthers,0.1,0.0,0.696,Fanduel,POINTS_SPREAD,0.1,1,117.21
2026-03-17 00:13:46,2026-03-17 01:00:00,NHL,Vegas Golden Knights,Boston Bruins,0.0,0.0,0.371,Fanduel,MONEYLINE,0.0,NA,130.63
2026-03-22 13:33:00,2026-03-23 02:00:00,NBA,Miami Heat,Denver Nuggets,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,226.8,1,130.79
2026-04-01 01:05:01,2026-04-01 01:00:00,NBA,Golden State Warriors,Phoenix Suns,0.0,230.1,0.539,BetMGM,POINTS_TOTAL,233.9,0,100.0
2026-03-06 11:00:00,2026-03-08 23:00:00,NHL,Boston Bruins,Colorado Avalanche,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,1,100.0
2026-04-05 13:50:00,2026-04-08 05:00:00,NHL,Carolina Hurricanes,Colorado Avalanche,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.8,1,132.35
2026-04-08 08:43:54,2026-04-08 10:00:00,NBA,Golden State Warriors,Miami Heat,1.1,0.0,0.355,Fanduel,POINTS_SPREAD,2.7,0,100.0
2026-04-09 07:06:00,2026-04-11 03:00:00,NBA,Denver Nuggets,Phoenix Suns,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,141.05
2026-02-26 03:07:00,2026-02-28 23:00:00,NHL,Vegas Golden Knights,Edmonton Oilers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,15.3,1,138.23
2026-03-13 13:32:49,2026-03-13 14:00:00,NBA,Denver Nuggets,Dallas Mavericks,6.2,0.0,0.499,BetMGM,POINTS_SPREAD,2.4,1,111.93
2026-04-04 05:02:00,2026-04-05 17:00:00,NBA,Milwaukee Bucks,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.8,0,137.42
2026-04-19 01:50:00,2026-04-19 18:00:00,NBA,Golden State Warriors,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.7,0,107.37
2026-03-02 19:36:00,2026-03-05 10:00:00,NBA,Los Angeles Lakers,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,221.6,1,100.0
2026-03-15 14:45:00,2026-03-15 19:00:00,NFL,Detroit Lions,Philadelphia Eagles,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,123.04
2026-03-08 13:24:00,2026-03-10 18:00:00,NHL,Carolina Hurricanes,Boston Bruins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,103.21
2026-03-12 06:45:00,2026-03-12 21:00:00,NFL,Kansas City Chiefs,Miami Dolphins,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,49.3,1,118.88
2026-04-03 02:49:00,2026-04-04 06:00:00,NBA,Golden State Warriors,Boston Celtics,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-04-05 12:36:00,2026-04-08 09:00:00,NBA,Los Angeles Lakers,Miami Heat,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,220.6,0,116.97
2026-03-25 04:06:00,2026-03-27 12:00:00,NHL,Vegas Golden Knights,New York Rangers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.3,0,100.0
2026-04-05 05:19:16,2026-04-05 03:00:00,NHL,Colorado Avalanche,Florida Panthers,1.0,0.0,0.946,Fanduel,POINTS_SPREAD,0.4,1,113.94
2026-02-18 17:16:00,2026-02-21 02:00:00,NHL,Vegas Golden Knights,Boston Bruins,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.0,1,140.86
2026-02-24 23:21:00,2026-02-26 17:00:00,NBA,Miami Heat,Milwaukee Bucks,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-12 16:28:39,2026-03-12 17:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,3.1,0.0,0.287,Fanduel,POINTS_SPREAD,1.3,1,100.0
2026-03-04 20:21:00,2026-03-05 07:00:00,NFL,San Francisco 49ers,Miami Dolphins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,140.49
2026-04-19 16:04:36,2026-04-19 14:00:00,NBA,Denver Nuggets,Los Angeles Lakers,0.0,0.0,0.77,Fanduel,MONEYLINE,0.0,NA,121.84
2026-03-08 06:06:00,2026-03-08 17:00:00,NFL,San Francisco 49ers,Philadelphia Eagles,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,2.9,0,100.0
